Nom du lieu,Discipline,Offre,Avantage,Type d'avantage,Adresse,Commune,Latitude,Longitude,Color
Maison Caillebotte - Ville de Yerres,Musée | Jardin,Tarif Navigo culture = 10€ (Visite Maison + expo en cours) Tarif Navigo culture = 6€ (Visite Maison seule),Avantage tarifaire,Tarif réduit,60 Rue Charles de Gaulle,Yerres,48.71700977569681,2.4880484279427044,#FF0000
Cinéma Le Calypso,Cinéma,"Tarif réduit sur les billets à l'unité cinéma; conférences ALTAIR; les retransmissions Opéra, Ballet, concert, théâtre",Avantage tarifaire,Tarif réduit,38 Rue Victor Basch,Viry-Châtillon,48.68190329229816,2.379247559414062,#FF0000
Salon Du Livre Et De La Jeunesse,Expérience,Lors d'achat d'un billet salon durant le weekend un 2ème billet gratuit,Avantage tarifaire,1 place achetée = 1 place offerte,3 Rue François Debergue,Montreuil,48.856300459008125,2.425684217625983,#FF0000
Théâtre de l'Opprimé,Théâtre | Musique,Les abonnés Navigo bénéficient du tarif réduit sur tous spectacles. Réservation uniquement au guichet (qui ouvre 40 minutes avant le début du spectacle) et sur présentation d’un abonnement Navigo valide.,Avantage tarifaire,Tarif réduit,78/80 rue du Charolais,Paris,48.841957092285156,2.3851022720336914,#FF0000
Opéra Massy,Musique,Tarif réduit sur tous les spectacles voir conditions sur programme,Avantage tarifaire,Tarif réduit,1 Place de France,Massy,48.732047748298946,2.2893190431007633,#FF0000
Nouvel Odéon,Cinéma,Tarif réduit sur la séance dans le cadre de la manifestation Avant-premières! (4-12 juillet),Avantage tarifaire,Tarif réduit,6 Rue de l'École de Médecine,Paris,48.850766813388375,2.341801675832266,#FF0000
Nouveau Théâtre De Montreuil,Théâtre | Danse | Musique | Cirque,Tarif réduit,Avantage tarifaire,Tarif réduit,10 Place Jean Jaurès,Montreuil,48.8618068157649,2.4434701847649585,#FF0000
Musée Du Chocolat Choco Story,Musée,"10€ au lieu de 12€ et 8,50€ au lieu de 10€ pour les jeunes et étudiants",Avantage tarifaire,Tarif réduit,28 Boulevard de Bonne Nouvelle,Paris,48.870577,2.350077,#FF0000
Sèvres Céramique - Manufacture Et Musées Nationaux,Musée,Gratuité sur les collections permanentes du musée hors période temporaire et tarif réduit en période d'expo temporaire,Avantage tarifaire,"Tarif réduit,Gratuité",2 Place de la Manufacture,Sèvres,48.828741429529806,2.223185593662091,#FF0000
Musée Départemental De La Préhistoire En Ile-De-France,Musée,Meilleurs tarifs sur les visites et évènements temporaires,Avantage tarifaire,Tarif réduit,48 Avenue Etienne Dailly,Nemours,48.2611266875304,2.713727395704612,#FF0000
Musée De La Toile De Jouy,Musée,Entrée tarif plein 9€ / tarif réduit 7€,Avantage tarifaire,Tarif réduit,54 Rue Charles de Gaulle,Jouy-en-Josas,48.769017733868104,2.1516677062167386,#FF0000
Musée De La Grande Guerre,Musée,Tarif réduit pour les abonnés Navigo concernés. Offre valable en billetterie physique et en ligne.,Avantage tarifaire,Tarif réduit,Rue Lazare Ponticelli,Meaux,48.971432,2.904724,#FF0000
Musée de la Batellerie,Musée,"Tarif réduit de 4,50€ au lieu de 5€, Tarif minima sociaux à 2,70€ au lieu de 3€, tarif -18 ans et scolaires à 1,80€ au lieu de 2€, Tarif réduit Conflanais à 1,35€ au lieu de 1,50€",Avantage tarifaire,Tarif réduit,3 Place Jules Gévelot,Conflans-Sainte-Honorine,48.99254650193102,2.095791639479827,#FF0000
Centquatre104,Centre d'art | Théâtre | Danse | Musique,Tarif réduit sur toute la programmation,Avantage tarifaire,Tarif réduit,5 Rue Curial,Paris,48.88998494509567,2.371436480896419,#FF0000
Mémorial de la Shoah,Musée,Visite guidée gratuite le dimanche après-midi. Réduction de 5% à la librairie,Avantage tarifaire,Tarif réduit,17 Rue Geoffroy l’Asnier,Paris,48.85490443199694,2.356287658412573,#FF0000
Cinéma Royal Palace,Cinéma,Tarif réduit sur des séances du festival Ciné junior et sur des séances évènementielles,Avantage tarifaire,Tarif réduit,165 Grande Rue Charles de Gaulle,Nogent-sur-Marne,48.838357232844956,2.489433253399152,#FF0000
MC93 Maison de la culture de Seine-Saint-Denis,Théâtre | Danse,Tarif réduit de 18 € (au lieu de 25 € ou 30 €) sur une sélection de spectacles renseignée ici : https://www.mc93.com/info-pratiques/tarifs,Avantage tarifaire,Tarif réduit,9 Boulevard Lénine,Bobigny,48.90715112120444,2.442404919042948,#FF0000
Théâtre D’Epinay-Sous-Senart - Sothevy,Théâtre | Musique | Danse,Tarif réduit valable sur tous les spectacles hors variétés et humour en tarif agglo,Avantage tarifaire,Tarif réduit,12 Rue de Rocheau,Epinay-Sous-Senart,48.694372902761124,2.5173687753131824,#FF0000
Musée De L'armée,Musée,Tarif réduit,Avantage tarifaire,Tarif réduit,129 Rue de Grenelle,Paris,48.85579792660356,2.3126005258098985,#FF0000
La Fab,Centre d'art,"Le billet plein tarif à 7€ est réduit à 4€ pour les abonnés Navigo. Entrée gratuite pour les abonnés concernés par le tarif réduit (voir conditions sur le site de La Fab). Si l'abonné Navigo possède déjà la gratuité grâce à son statut, l'offre de réduction s'applique à son accompagnant. Offre valable en billetterie sur présentation d'un justificatif Navigo.",Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",Place Jean-Michel Basquiat,Paris,48.831385118682,2.375070214194,#FF0000
4 Delta,Cinéma,Tarif réduit sur les séances du Festival Ciné-Junior (2-15 février) et tarif reduit sur les autres séances,Avantage tarifaire,Tarif réduit,81 ter Avenue du Bac,Saint Maur La Varenne,48.79344444504156,2.5149074963191063,#FF0000
Bibliothèque nationale de France,Musée,Offre en cours d'élaboration.,Avantage tarifaire,Tarif réduit,Quai François Mauriac,Paris,48.83358793110102,2.3757712631042387,#FF0000
Centre Culturel Wladimir d’Ormesson,Cinéma,Tarif réduit sur des séances du festival Ciné junior et sur des séances évènementielles,Avantage tarifaire,Tarif réduit,14 Avenue Wladimir d’Ormesson,Ormesson-sur-Marne,48.78665946233091,2.544596032373128,#FF0000
Chapelle Expiatoire - Centre des Monuments Nationaux (CMN),Patrimoine,Tarif spécial sur billet simple,Avantage tarifaire,Tarif réduit,29 Rue Pasquier,Paris,48.873749968302626,2.3232878101350183,#FF0000
Musée D'art Et D'histoire Louis Senlecq - L’Isle Adam,Musée,Entrée gratuite,Avantage tarifaire,Gratuité,31 Grande Rue,L'Isle-Adam,49.112532639391674,2.2159744782408346,#FF0000
Chaplin - Saint-Lambert,Cinéma,Tarif réduit sur la séance dans le cadre de la manifestation Avant-premières! (4-12 juillet),Avantage tarifaire,Tarif réduit,6  Rue Péclet,Paris,48.84308606061797,2.2985672631044256,#FF0000
Cinéma Agnès Varda,Cinéma,Tarif réduit de la salle pour les détenteurs du Pass Navigo pour toutes les séances d’Arthur Rambo de Laurent Cantet,Avantage tarifaire,Tarif réduit,37 Grande Rue,Juvisy-sur-Orge,48.69058624070148,2.374678787056462,#FF0000
Cinéma du Panthéon,Cinéma,Tarif réduit sur la séance dans le cadre de la manifestation Avant-premières! (4-12 juillet),Avantage tarifaire,Tarif réduit,13 Rue Victor Cousin,Paris,48.847435404587216,2.342255620760104,#FF0000
Cinéma Jacques Prévert,Cinéma,"Tarif à 2,50€ sur les séances événementielles identifiées.",Avantage tarifaire,Tarif réduit,Place Aimé Césaire,Gonesse,49.00230297856589,2.423215604370295,#FF0000
Cinéma la Lucarne,Cinéma,Offre de place tarifs réduits salles adhérentes,Avantage tarifaire,Tarif réduit,100 Rue Juliette Savar,Créteil,48.777525000223505,2.46634551401259,#FF0000
Théâtre de Jouy,Cinéma,Mise en place des offres en cours. Voir sur le site web des 24 cinémas du Val d’Oise sur ecransvo.org,Avantage tarifaire,Inconnu,96 Avenue des Bruzacques,Jouy-le-Moutier,49.010846962048014,2.0433068122773705,#FF0000
Théâtre De Châtillon,Théâtre | Musique | Danse,Tarif réduit 14€ et 14€ pour l'accompagnant offres tarifaire sur service spécifiques,Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",3 Rue Sadi Carnot,Châtillon,48.800155996078075,2.288415965357134,#FF0000
Château de Breteuil,Patrimoine | Jardin,Tarif réduit pour l'entrée au Parc ou entrée Parc et visite château,Avantage tarifaire,Tarif réduit,Choisel,Choisel,48.679989791041365,2.023091982122897,#FF0000
Théâtre De Quincy-Sous-Sénart - Sothevy,Théâtre | Musique | Danse,Tarif réduit valable sur tous les spectacles hors variétés et humour en tarif agglo,Avantage tarifaire,Tarif réduit,2 Rue de Combs la ville,Quincy-Sous-Sénart,48.6717088435426,2.538913413700832,#FF0000
Cinéma le Sélect,Cinéma,Tarif réduit sur les animations et soirées débats (hors retransmission en direct) pour détenteur du passe Navigo,Avantage tarifaire,Tarif réduit,10 Avenue de la Division Leclerc,Antony,48.75301420517611,2.30474681626314,#FF0000
Théâtre Du Blanc Mesnil,Théâtre | Musique | Danse,Tarif réduit pour tous les spectacles selon programme,Avantage tarifaire,Tarif réduit,1-5 Place de la Libération,Le Blanc-Mesnil,48.944174316542465,2.465852264409938,#FF0000
Auditorium Gérard Grisey du Conservatoire,Musique,Offre tarif réduit Navigo Culture sur tous les spectacles aux tarifs saison culturelle pour le détenteur + Cercle Navigo pour un accompagnateur,Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",2 Avenue Paul Langevin,Sarcelles,48.98147,2.37889,#FF0000
7 Parnassiens,Cinéma,Tarif réduit sur la séance dans le cadre de la manifestation Avant-premières! (4-12 juillet),Avantage tarifaire,Tarif réduit,98 Boulevard Montparnasse,Paris,48.84245103273911,2.3276432219999443,#FF0000
Christine Cinéma Club,Cinéma,Tarif réduit sur la séance dans le cadre de la manifestation Avant-premières! (4-12 juillet),Avantage tarifaire,Tarif réduit,4 Rue Christine,Paris,48.85445991953715,2.3401510311934013,#FF0000
Théâtre De Brétigny,Théâtre | Musique | Danse,Possibilité de faire bénéficier une autre personne du tarif réduit valable 1 seule fois et offre ponctuelles sur les évènements spécifiques,Avantage tarifaire,Tarif réduit accompagnant,3 Rue Henri Douard,Brétigny-sur-Orge,48.610169232389175,2.311442401520836,#FF0000
Théâtre De Brunoy - Sothevy,Théâtre | Musique | Danse,Tarif réduit valable sur tous les spectacles hors variétés et humour en tarif agglo,Avantage tarifaire,Tarif réduit,2 Rue Philisbourg,Brunoy,48.69744420077062,2.5055688306641084,#FF0000
Théâtre de l'Épée de Bois - Cartoucherie,Théâtre,"A partir de septembre 2023 : tous les jeudis, places à 17€ au lieu de 22€ pour les abonnés Navigo. Représentations à 19h et 21h (accueil 1h avant chaque représentation).
Réservations : 01 48 08 39 74 ou billetterie@epeedebois.com. Règlement : par téléphone ou sur place.
Précision d'accès au théâtre : l'accès se fait uniquement par la route du Champ de Manœuvre et non par le Parc Floral. Il se situe au fond du site de la Cartoucherie et possède de grandes portes et fenêtres rouge.",Avantage tarifaire,Tarif réduit,2 route du Champ de Manœuvre,Paris,48.836674,2.449793,#FF0000
Cinéma Les 7 Batignolles,Cinéma,Tarif réduit de 11€90 au lieu de 14€20 tous les lundis et jeudis hors évènement,Avantage tarifaire,Tarif réduit,25 Allée Colette Heilbronner,Paris,48.892595316904455,2.3100471870160932,#FF0000
Théâtre Jean Vilar de Vitry-sur-Seine,Théâtre | Musique | Danse,Offre en cours d'élaboration.,Avantage tarifaire,Tarif réduit,1 Place Jean Vilar,Vitry-sur-Seine,48.788885056076445,2.389844266885003,#FF0000
Théâtre L'Avant Seine,Théâtre | Musique | Danse,Tarif A : 25€ au lieu de 31€ tarif B 15€ au lieu de 21€ sur une sélection de spectacles,Avantage tarifaire,Tarif réduit,88 Rue Saint-Denis,Colombes,48.92416673477565,2.2509754290041593,#FF0000
Théatre Louis Aragon - SCINACD,Théâtre | Musique | Danse,Tarif réduit (12€) pour les détenteurs du Navigo + une personne de leur choix,Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",24 Boulevard de l'Hôtel de ville,Tremblay-en-France,48.95121561877038,2.5723499865777346,#FF0000
Théâtre Municipal de Fontainebleau,Théâtre,"Tarif réduit 2 (16€ zone 1 / 10€ zone 2) sur tous les spectacles de la saison. Offre valable en ligne et en billetterie, soumise à la vérification d’un justificatif Navigo en cours de validité. »",Avantage tarifaire,Tarif réduit,Rue Richelieu,Fontainebleau,48.403390989234396,2.697733732523482,#FF0000
Théâtre Nanterre-Amandiers,Théâtre | Musique | Danse,Offre en cours d'élaboration.,Avantage tarifaire,Tarif réduit,7 Avenue Pablo Picasso,Nanterre,48.89361209120703,2.2134878942959513,#FF0000
Théâtre Sénart Scène Nationale,Théâtre | Musique | Danse,Tarif dégressif de 31 à - 61 ans tarifs de 13€ à 29€ et pour les -30 ans à +62 ans billets de 10€ à 21 €,Avantage tarifaire,Tarif réduit,8 Allée de la Mixité,Lieusaint,48.61511323388371,2.5402664199561356,#FF0000
Institut Giacometti,Centre d'art,"Les abonnés Navigo bénéficient d’un tarif préférentiel à 7€ pour l’exposition ALBERTO GIACOMETTI. LE NEZ, du 7 octobre 2023 au 7 janvier 2024. Offre valable uniquement en billetterie de la fondation, sur présentation d’un justification Navigo en cours de validité",Avantage tarifaire,Tarif réduit,5 rue Victor Schœlcher,Paris,48.8362248,2.3310707,#FF0000
Cinéma Le Casino,Cinéma,Tarif réduit sur des séances du festival Ciné junior et sur des séances évènementielles,Avantage tarifaire,Tarif réduit,13 Rue Guillaume Budé,Villiers-sur-Marne,48.8259208931374,2.542455211176883,#FF0000
Atelier de Paris - Centre de Développement Chorégraphique National (CDCN),Danse,Tarif réduit offre découverte,Avantage tarifaire,Tarif réduit,Route du Champ de Manœuvre,Paris,48.83505099695892,2.4499719557464426,#FF0000
Ciné 220,Cinéma,Offre ponctuelle et tarif réduit sur les salles adhérentes,Avantage tarifaire,Tarif réduit,3 Rue Anatole France,Brétigny-sur-Orge,48.60863376433001,2.304189155741818,#FF0000
Chaplin - Denfert,Cinéma,Tarif réduit sur la séance dans le cadre de la manifestation Avant-premières! (4-12 juillet),Avantage tarifaire,Tarif réduit,24 Place Denfert-Rochereau,Paris,48.83388823848213,2.3309798913284325,#FF0000
Théâtre Claude Debussy,Cinéma,Tarif réduit sur des séances du festival Ciné junior et sur des séances évènementielles,Avantage tarifaire,Tarif réduit,116 Avenue du Général de Gaulle,Maisons-Alfort,48.80143332066043,2.430424457816078,#FF0000
Cinéma Jacques Prévert,Cinéma,"Tarif réduit de la salle pour les détenteurs du Pass Navigo pour toutes les séances d’Arthur Rambo de Laurent Cantet, + tarif réduit de 16€ au lieu de 22€ sur la programmation retransmissions ""The Metropolitan Opera, Bolchoï et la Comédie Française""",Avantage tarifaire,Tarif réduit,134 Rue Anatole-France,Aulnay-sous-bois,48.94037471068953,2.4963628978621846,#FF0000
Basilique de Saint-Denis,Patrimoine,"Tarif spécial sur billet simple, billet jumelé Panthéon – Basilique de Saint-Denis",Avantage tarifaire,Tarif réduit,1 Rue de la Légion d’honneur,Saint-Denis,48.93546418832323,2.359827873351399,#FF0000
Centre culturel Aragon-Triolet,Cinéma,Tarif réduit de la salle pour les détenteurs du Pass Navigo pour toutes les séances d’Arthur Rambo de Laurent Cantet,Avantage tarifaire,Tarif réduit,Voie du Fer À Cheval,Orly,48.74520515700281,2.4082146692388386,#FF0000
Villa Savoye - Centre des Monuments Nationaux (CMN),Patrimoine,Tarif spécial sur billet simple,Avantage tarifaire,Tarif réduit,82 Rue de Villiers,Poissy,48.92442705256387,2.028283389760373,#FF0000
Cinéma Le Parterre,Cinéma,Offre ponctuelle et tarif réduit sur les salles adhérentes,Avantage tarifaire,Tarif réduit,Place de l’hôtel de ville,Dourdan,48.529651843118074,2.0171860214781123,#FF0000
Centre Pompidou,Musée,"Accès au tarif réduit pour les porteurs du passe Navigo pour les expositions temporaires et la collection permanente, sur les créneaux de fin de journée, à partir de 18h. 
Possibilité de faire bénéficier un proche du tarif réduit à partir de 18h, si le porteur du passe Navigo est déjà éligible au tarif réduit.",Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",Place Georges-Pompidou,Paris,48.86064131756262,2.352243657582371,#FF0000
Cinéma Itinérant de Cinessonne,Cinéma,"Pour les abonnés Navigo, accès au tarif réduit pour toute la programmation du Cinéma Itinérant de Cinessonne. Offre valable sur présentation du passe Navigo en cours à la billetterie des lieux partenaires.",Avantage tarifaire,Tarif réduit,15 Place Jacques Brel,Ris-Orangis,48.65611711139474,2.4084416343446633,#FF0000
Château de Fontainebleau,Patrimoine | Jardin,Tarif spécial sur billet simple,Avantage tarifaire,Tarif réduit,Place Charles de Gaulle,Fontainebleau,48.40210111147928,2.6994817164684837,#FF0000
Château de Maisons - Centre des Monuments Nationaux (CMN),Patrimoine | Jardin,Tarif spécial sur billet simple,Avantage tarifaire,Tarif réduit,2 Avenue Carnot,Maisons-Laffitte,48.94721054218889,2.1537703330306632,#FF0000
Château de Monte-Cristo,Patrimoine | Jardin,Tarif réduit le samedi uniquement,Avantage tarifaire,Tarif réduit,Chemin du Haut des Ormes,Le Port-Marly,48.88556828479396,2.103430666776073,#FF0000
Théâtre De Sartrouville,Théâtre | Musique | Danse,"Tarif réduit 19€ pour adultes et 8€ pour les 12 à 26 ans accompagnant même tarif, offre promo sur spectacle spécifiques",Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",Place Jacques Brel,Sartrouville,48.94053751068156,2.193296334519625,#FF0000
Cinéma de Vanves,Cinéma,Tarif réduit de la salle pour les détenteurs du Pass Navigo pour toutes les séances d’Arthur Rambo de Laurent Cantet,Avantage tarifaire,Tarif réduit,12 Rue Sadi Carnot,Vanves,48.82168016060182,2.288287650835474,#FF0000
Château d'Auvers,Patrimoine | Expérience | Musée | Jardin,Tarif réduit de 10€ du mardi au vendredi. Offre valable sur présentation d’un justification Navigo en billetterie du château.,Avantage tarifaire,Tarif réduit,Chemin des berthelées,Auvers-sur-Oise,49.071963398953926,2.166260075377671,#FF0000
Cinéma Lino Ventura,Cinéma,Offre ponctuelle et tarif réduit sur les salles adhérentes,Avantage tarifaire,Tarif réduit,4 Rue Samuel Debordes,Athis-Mons,48.70982689357582,2.3875952885376726,#FF0000
Cinéma des Cinéastes,Cinéma,Tarif réduit sur la séance dans le cadre de la manifestation Avant-premières! (4-12 juillet),Avantage tarifaire,Tarif réduit,7 Avenue de Clichy,Paris,48.88434076427047,2.326889455135658,#FF0000
Ballon de Paris Generali,Expérience,Moins 2€ sur les billets adultes (12 ans et +) soit 13 € au lieu de 15€ ttc,Avantage tarifaire,Tarif réduit,Parc André Citroën,Paris,48.841801230486794,2.2742121992982476,#FF0000
Le Théatre de Rungis,Danse | Théâtre | Musique,Offre en cours d'élaboration.,Avantage tarifaire,1 place achetée = 1 place offerte,1 Place du Général de Gaulle,Rungis,48.748876721020245,2.350409970095719,#FF0000
Le Louxor,Cinéma,Tarif réduit sur la séance dans le cadre de la manifestation Avant-premières! (4-12 juillet),Avantage tarifaire,Tarif réduit,170 Boulevard de Magenta,Paris,48.88356046437162,2.3498289528770875,#FF0000
Le Hall De La Chanson,Musique | Théâtre,Tarif réduit 10€ au lieu de 13€ et 12€ au lieu de 18€ pour imagine R 5€,Avantage tarifaire,Tarif réduit,211 Avenue Jean Jaurès,Paris,48.89221438578015,2.389804248944258,#FF0000
Le Grand Rex & Rex Studios,Cinéma | Expérience,"Pour l'abonné Navigo, tarif réduit à 9€ pour la visite du Rex Studios, tarif réduit sur les séances cinéma du lundi et mardi de 13h à 17h30, tarif réduit à 15,50€ sur la visite guidée du Grand Rex.

Offre valable pour l'accompagnant de l'abonné Navigo, si ce dernier bénéficie déjà du tarif réduit par ailleurs.",Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",5 Boulevard Poissonnière,Paris,48.87060202612666,2.347185428835956,#FF0000
Le Brady,Cinéma,Offre en cours d'élaboration.,Avantage tarifaire,Tarif réduit,39 Boulevard de Strasbourg,Paris,48.87184706775583,2.355450821735056,#FF0000
Le Bal,Centre d'art,Tarif réduit 6€ au lieu de 7€,Avantage tarifaire,Tarif réduit,6 Impasse de la Défense,Paris,48.88529839825027,2.32740745040808,#FF0000
Festival Peacock Society - 8 et 9 juillet 2023,Musique,Offre à venir pour la prochaine édition du festival.,Avantage tarifaire,Tarif réduit,Chemin des Bœufs,Choisy-le-Roi,48.768701853657795,2.4334478796638543,#FF0000
La Seine Musicale,Musique | Théâtre | Danse,"Tarif réduit de 10 % par rapport au tarif plein, sur une sélection de spectacles effectuée par la Seine Musicale, dans la limite des places disponibles.",Avantage tarifaire,Tarif réduit,1 Île Seguin,Boulogne-Billancourt,48.82622152985569,2.2294094296612528,#FF0000
Fondation Royaumont,Patrimoine,Tarif réduit sur le droit d'entrée aux visites même tarif pour les accompagnants,Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",Abbaye de Royaumont,Asnières-sur-Oise,49.14771903513043,2.381198450681085,#FF0000
Festival Baroque De Pontoise - 23 septembre au 16 décembre 2023,Musique,Tarif réduit sur toute la programmation (hors 24 septembre et 20 octobre). Achat directement en ligne sur le site internet ou sur place les mercredis de 11h30 à 18h30. Renseignements : 0134351871,Avantage tarifaire,Tarif réduit,2 Rue des Patis,Pontoise,49.05049617973877,2.086522654290749,#FF0000
L'Écran nomade,Cinéma,Tarif réduit sur certains évènements cinéma,Avantage tarifaire,Tarif réduit,Place de la Libération,Bobigny,48.90653256005536,2.4386839864345977,#FF0000
Scène Nationale Marne-La-Vallée - Ferme Du Buisson + Centre D'art (Tram),Théâtre | Musique | Danse,Tarif réduit à 10€ dans la limite d'un quota de 10 places par représentation spécifique,Avantage tarifaire,Tarif réduit,Allée de la Ferme,Noisiel,48.84447488673264,2.62427083216292,#FF0000
Théâtre - Cinéma du Garde-Chasse,Cinéma,Tarif réduit sur certains évènements cinéma,Avantage tarifaire,Tarif réduit,181 bis Rue de Paris,Les Lilas,48.88216807952698,2.420067276719996,#FF0000
Le 6B,Centre d'art,Gratuité sur toutes les expositions tous les jeudis soirs et dimanches soirs,Avantage tarifaire,Tarif réduit,6-10 Quai de Seine,Saint Denis,48.937981224535804,2.3429422468710674,#FF0000
Les Gémeaux Scène Nationale De Sceaux,Théâtre | Danse | Musique | Cirque,Tarifs réduits dans la limite des places disponibles - hors évènement à Tarif unique,Avantage tarifaire,Tarif réduit,49 Avenue Georges Clemenceau,Sceaux,48.7838897835371,2.3061220820594537,#FF0000
Domont cinéma,Cinéma,Mise en place des offres en cours. Voir sur le site web des 24 cinémas du Val d’Oise sur ecransvo.org,Avantage tarifaire,Inconnu,12 Allée Sainte-Thérèse,Domont,49.02988049138035,2.3341678612536114,#FF0000
Studio Ciné,Cinéma,Mise en place des offres en cours. Voir sur le site web des 24 cinémas du Val d’Oise sur ecransvo.org,Avantage tarifaire,Inconnu,207 Rue de Paris,Taverny,49.0263165175916,2.2247530879577453,#FF0000
Luminor Hôtel de Ville,Cinéma,Offre en cours d'élaboration.,Avantage tarifaire,Tarif réduit,20 Rue du Temple,Paris,48.85860554691673,2.3536262580326555,#FF0000
Périphérique - Technopol,Musique,"Les détenteurs du passe Navigo qui ont le meilleur tarif (réduit pour les demandeurs d'emploi, les étudiants et les porteurs d'une carte d'invalidité) peuvent faire bénéficier une autre personne d'un tarif réduit à 15€ au lieu de 25€ pour le tarif régulier Pass 1 nuit.",Avantage tarifaire,Tarif réduit accompagnant,2 Rue de la Clôture,Paris,48.89724260675152,2.3949760476824635,#FF0000
Opéra Comique,Musique,Opéras : -35 ans 1 place à -35 % même tarif accompagnant Concert : à l'heure du déjeuner 1 place achetée = 1 place offerte visite Patrimoine : visites découvertes à 5€,Avantage tarifaire,"Tarif réduit,1 place achetée = 1 place offerte,Tarif réduit accompagnant",1 Place Boieldieu,Paris,48.871206536746996,2.3378342575639386,#FF0000
Musée Picasso,Musée,Pass solo 1 an : 25€ au lieu de 27€  Pass solo 2 ans : 47€au lieu de 50€ Pass duo 1 an : 45€ au lieu de 50€ Pass duo 2 ans : 80€ au lieu de 90€,Avantage tarifaire,Abonnement à tarif réduit,5 Rue de Thorigny,Paris,48.85967320187293,2.3626178675406124,#FF0000
Musée national Gustave Moreau,Musée,"Tarif réduit sur billet d'entrée du musée Moreau (hors exposition): 5€ au lieu de 7€. Tarif réduit sur le billet du musée Moreau (pendant exposition) : 7 au lieu de 9€, Tarif réduit sur le billet jumelé Moreau/Henner (hors expo) : 7€ au lieu de 9€ et (pendant expo) : 9€ au lieu de 11€.",Avantage tarifaire,Tarif réduit,14 Rue de la Rochefoucauld,Paris,48.87787766577543,2.3344233589602963,#FF0000
Musée du Domaine royal de Marly,Musée,Tarif réduit durant les vacances scolaires de la zone C. Tarif réduit durant les évènements exceptionnels organisés en collaboration avec les musées de France,Avantage tarifaire,Tarif réduit,1 Grille royale,Marly-le-Roi,48.85902283420541,2.1055758222085634,#FF0000
Cinéma André Malraux,Cinéma,Tarif réduit sur certains évènements cinéma,Avantage tarifaire,Tarif réduit,25 Cours de la République,Bondy,48.90160154927898,2.4801404716155804,#FF0000
Cinéma Prévert,Cinéma,Tarif réduit sur des séances du festival Ciné junior et sur des séances évènementielles,Avantage tarifaire,Tarif réduit,23 Rue de Paris,Joinville-le-Pont,48.818408342868686,2.4672662824142857,#FF0000
Musée Départemental Bourdelle A Egreville,Musée,Meilleurs tarifs sur les visites et évènements temporaires,Avantage tarifaire,Tarif réduit,1 Rue Dufet Bourdelle,Égreville,48.184230331026214,2.8596460638197256,#FF0000
Musée De L'air Et De L'espace,Musée,Tarif réduit pour un accompagnant sur billet check in/boarding (entrée musée et visite avions),Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",Aéroport de Paris-Le Bourget,Le Bourget,48.94659766771999,2.434609825590199,#FF0000
Cinétampes,Cinéma,Offre de place tarifs réduits salles adhérentes,Avantage tarifaire,Tarif réduit,Rue Léon Marquis,Étampes,48.434316120595575,2.1571598031559445,#FF0000
Cité des sciences et de l’industrie,Musée,"Tarif réduit accordé dans la limite des stocks éligibles sur achat billetterie en ligne d’un billet plein tarif Expositions de la Cité des sciences et de l’industrie sur activation du code promotionnel NAVIGO : offre valable 1 an, reconductible 2 fois",Avantage tarifaire,Tarif réduit,30 Avenue Corentin Cariou,Paris,48.895746449862834,2.3879156932534062,#FF0000
Cinéma Jean Vigo,Cinéma,Tarif réduit à la salle pour les détenteurs du Pass Navigo pour toutes les séances d’Arthur Rambo de Laurent Cantet,Avantage tarifaire,Tarif réduit,1 Rue Pierre et Marie Curie,Gennevilliers,48.92855071660554,2.2932659170910124,#FF0000
Monnaie De Paris,Musée,Tarif réduit 10€ sur l'entrée musée et tarif réduit 10€ pour l'accompagnant,Avantage tarifaire,"Tarif réduit,Tarif réduit accompagnant",11 Quai de Conti,Paris,48.85668384604691,2.3390571280405776,#FF0000
Musée d'Orsay,Musée,Tarif réduit sur l'ensemble de l'offre d'adhésion Carte Blanche. Offre valable uniquement en billetterie physique du musée.,Avantage tarifaire,Abonnement à tarif réduit,1 Rue de la Légion d'Honneur,Paris,48.85997048754518,2.326569855382542,#FF0000
Musée De La Seine-Et-Marne,Musée,Meilleurs tarifs proposés par les cinq établissements sur les visites et évènements temporaires,Avantage tarifaire,Tarif réduit,17 Avenue de la Ferté sous Jouarre,Saint-Cyr-sur-Morin,48.908052658318944,3.181874162748789,#FF0000
Cite Médiévale de Provins,Patrimoine | Expérience,"Les abonnés Navigo peuvent bénéficier des tarifs suivants :
-	PASS PROVINS adulte au tarif préférentiel de 15 €
-	PASS PROVINS enfant au tarif préférentiel de 9.50 €
Offre valable uniquement sur place et sur présentation d'un justificatif Navigo valide.",Avantage tarifaire,Tarif réduit,4 Chemin de Villecran,Provins,48.5604069,3.2806952,#FF0000
